"OrderLineID","OrderedQuantity","Order_T_OrderID","Products_T_ProductID"
0,4,600001,242
0,1,600002,27
0,2,600002,65
0,5,600002,92
0,2,600003,227
0,5,600004,38
0,1,600004,70
0,4,600004,130
0,3,600004,280
0,1,600005,204
0,4,600006,97
0,2,600006,142
0,1,600006,160
0,5,600006,198
0,3,600006,219
0,3,600007,28
0,4,600007,184
0,5,600007,228
0,1,600007,242
0,3,600008,98
0,4,600008,183
0,2,600008,195
0,1,600008,297
0,3,600009,127
0,1,600010,83
0,4,600010,166
0,3,600010,181
0,2,600010,292
0,4,600011,52
0,3,600011,118
0,5,600011,181
0,1,600011,229
0,2,600011,248
0,1,600012,35
0,2,600012,87
0,3,600012,182
0,1,600013,192
0,3,600013,237
0,5,600014,3
0,1,600014,207
0,5,600015,96
0,4,600015,163
0,2,600015,259
0,5,600016,154
0,2,600016,257
0,2,600017,19
0,1,600017,115
0,5,600017,123
0,3,600017,269
0,2,600018,142
0,5,600018,236
0,1,600019,6
0,3,600019,18
0,5,600019,96
0,4,600019,139
0,5,600020,82
0,3,600020,154
0,2,600020,210
0,5,600021,196
0,2,600021,216
0,4,600021,289
0,1,600021,292
0,4,600022,35
0,3,600023,15
0,5,600023,93
0,1,600023,109
0,4,600023,195
0,2,600023,258
0,3,600024,27
0,1,600025,186
0,5,600025,198
0,3,600025,207
0,3,600026,68
0,4,600026,129
0,4,600027,35
0,3,600027,133
0,1,600027,260
0,5,600027,294
0,4,600028,133
0,3,600028,208
0,3,600029,131
0,2,600029,132
0,4,600029,156
0,1,600029,255
0,3,600030,58
0,1,600031,140
0,3,600031,144
0,4,600031,277
0,5,600032,299
0,1,600033,227
0,4,600034,20
0,3,600034,73
0,5,600034,110
0,1,600034,194
0,4,600035,201
0,5,600036,75
0,2,600036,224
0,1,600036,300
0,5,600037,66
0,4,600037,78
0,2,600037,124
0,1,600037,279
0,4,600038,1
0,3,600039,95
0,2,600039,125
0,5,600039,168
0,4,600039,277
0,1,600039,279
0,4,600040,58
0,2,600040,141
0,5,600040,225
0,1,600040,279
